================================================================================
PHASE 1 — FULL ENUMERATION OF 14/16 SIGNINGS BY LIFT HASH
================================================================================
vertices: 15
edges:    30
negatives target: 14
total signings:   145422675
cycle basis size: 16

... samples=895000/145422675 ( 0.615%) cycle_sigs=16384 lift_hashes=1 rate=  7382.6/s elapsed=00:02:01 eta=05:26:16
... samples=900000/145422675 ( 0.619%) cycle_sigs=16384 lift_hashes=1 rate=  7381.5/s elapsed=00:02:01 eta=05:26:19
... samples=905000/145422675 ( 0.622%) cycle_sigs=16384 lift_hashes=1 rate=  7380.8/s elapsed=00:02:02 eta=05:26:20
... samples=910000/145422675 ( 0.626%) cycle_sigs=16384 lift_hashes=1 rate=  7379.5/s elapsed=00:02:03 eta=05:26:23
... samples=915000/145422675 ( 0.629%) cycle_sigs=16384 lift_hashes=1 rate=  7375.6/s elapsed=00:02:04 eta=05:26:32
... samples=920000/145422675 ( 0.633%) cycle_sigs=16384 lift_hashes=1 rate=  7374.8/s elapsed=00:02:04 eta=05:26:34
... samples=925000/145422675 ( 0.636%) cycle_sigs=16384 lift_hashes=1 rate=  7374.2/s elapsed=00:02:05 eta=05:26:35
... samples=930000/145422675 ( 0.640%) cycle_sigs=16384 lift_hashes=1 rate=  7372.9/s elapsed=00:02:06 eta=05:26:37
... samples=935000/145422675 ( 0.643%) cycle_sigs=16384 lift_hashes=1 rate=  7372.3/s elapsed=00:02:06 eta=05:26:38
... samples=940000/145422675 ( 0.646%) cycle_sigs=16384 lift_hashes=1 rate=  7372.0/s elapsed=00:02:07 eta=05:26:38
... samples=945000/145422675 ( 0.650%) cycle_sigs=16384 lift_hashes=1 rate=  7371.0/s elapsed=00:02:08 eta=05:26:40
... samples=950000/145422675 ( 0.653%) cycle_sigs=16384 lift_hashes=1 rate=  7370.4/s elapsed=00:02:08 eta=05:26:41
... samples=955000/145422675 ( 0.657%) cycle_sigs=16384 lift_hashes=1 rate=  7367.3/s elapsed=00:02:09 eta=05:26:49
... samples=960000/145422675 ( 0.660%) cycle_sigs=16384 lift_hashes=1 rate=  7365.9/s elapsed=00:02:10 eta=05:26:52
... samples=965000/145422675 ( 0.664%) cycle_sigs=16384 lift_hashes=1 rate=  7365.5/s elapsed=00:02:11 eta=05:26:52
